Date,State,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-03-29,Alabama,Total,-41.0,-13.0,19.0,-30.0,-32.0,9.0
2020-03-29,Alabama,Autauga County,-42.0,-8.0,-14.0,,-35.0,16.0
2020-03-29,Alabama,Baldwin County,-47.0,-19.0,-27.0,-24.0,-32.0,9.0
2020-03-29,Alabama,Barbour County,-27.0,-20.0,,,-23.0,
2020-03-29,Alabama,Bibb County,-25.0,-10.0,,,-32.0,
2020-03-29,Alabama,Blount County,-36.0,-2.0,,,-29.0,15.0
2020-03-29,Alabama,Bullock County,-37.0,-13.0,,,-24.0,
2020-03-29,Alabama,Butler County,-37.0,-5.0,,-45.0,-30.0,
2020-03-29,Alabama,Calhoun County,-40.0,-17.0,-22.0,,-33.0,8.0
2020-03-29,Alabama,Chambers County,-34.0,1.0,,-12.0,-28.0,13.0
2020-03-29,Alabama,Cherokee County,-24.0,6.0,,,-29.0,
2020-03-29,Alabama,Chilton County,-41.0,-11.0,,-27.0,-26.0,14.0
2020-03-29,Alabama,Choctaw County,-13.0,-16.0,,,-28.0,
2020-03-29,Alabama,Clarke County,-27.0,-24.0,,,-27.0,
2020-03-29,Alabama,Clay County,-33.0,-14.0,,,-20.0,
2020-03-29,Alabama,Cleburne County,-22.0,-3.0,,-36.0,-9.0,
2020-03-29,Alabama,Coffee County,-28.0,-15.0,,,-26.0,11.0
2020-03-29,Alabama,Colbert County,-30.0,-6.0,-14.0,-20.0,-22.0,12.0
2020-03-29,Alabama,Conecuh County,-49.0,-10.0,,-33.0,-21.0,
2020-03-29,Alabama,Coosa County,,,,,-28.0,
2020-03-29,Alabama,Covington County,-37.0,-15.0,,,-23.0,7.0
2020-03-29,Alabama,Crenshaw County,-57.0,-17.0,,,-35.0,
2020-03-29,Alabama,Cullman County,-33.0,-2.0,86.0,-33.0,-29.0,8.0
2020-03-29,Alabama,Dale County,-34.0,-9.0,,-17.0,-25.0,11.0
2020-03-29,Alabama,Dallas County,-27.0,-2.0,,,-22.0,5.0
2020-03-29,Alabama,DeKalb County,-38.0,-7.0,9.0,-33.0,-23.0,11.0
2020-03-29,Alabama,Elmore County,-40.0,-13.0,50.0,,-37.0,8.0
2020-03-29,Alabama,Escambia County,-35.0,-20.0,,,-27.0,7.0
2020-03-29,Alabama,Etowah County,-47.0,-13.0,19.0,-27.0,-33.0,9.0
2020-03-29,Alabama,Fayette County,-23.0,,,,-28.0,
2020-03-29,Alabama,Franklin County,-27.0,-4.0,,,-14.0,5.0
2020-03-29,Alabama,Geneva County,-34.0,-4.0,,,-28.0,-2.0
2020-03-29,Alabama,Greene County,11.0,-22.0,,-32.0,-33.0,
2020-03-29,Alabama,Hale County,-46.0,-29.0,,,-14.0,
2020-03-29,Alabama,Henry County,-46.0,-8.0,,,-29.0,
2020-03-29,Alabama,Houston County,-46.0,-18.0,23.0,-27.0,-30.0,9.0
2020-03-29,Alabama,Jackson County,-31.0,-4.0,,,-25.0,12.0
2020-03-29,Alabama,Jefferson County,-48.0,-16.0,7.0,-43.0,-36.0,11.0
2020-03-29,Alabama,Lamar County,0.0,2.0,,,-28.0,
2020-03-29,Alabama,Lauderdale County,-43.0,-14.0,-15.0,,-33.0,9.0
2020-03-29,Alabama,Lawrence County,-27.0,-6.0,,,-25.0,7.0
2020-03-29,Alabama,Lee County,-52.0,-23.0,-14.0,,-36.0,11.0
2020-03-29,Alabama,Limestone County,-35.0,-12.0,38.0,,-32.0,9.0
2020-03-29,Alabama,Lowndes County,,,,-29.0,-34.0,
2020-03-29,Alabama,Macon County,-29.0,-12.0,,-42.0,-37.0,
2020-03-29,Alabama,Madison County,-46.0,-17.0,35.0,-39.0,-38.0,10.0
2020-03-29,Alabama,Marengo County,-18.0,-4.0,,,-17.0,
2020-03-29,Alabama,Marion County,-31.0,-4.0,,,-24.0,
2020-03-29,Alabama,Marshall County,-34.0,-4.0,107.0,,-30.0,8.0
2020-03-29,Alabama,Mobile County,-39.0,-11.0,-21.0,-30.0,-29.0,9.0
2020-03-29,Alabama,Monroe County,-28.0,-7.0,,,-27.0,
2020-03-29,Alabama,Montgomery County,-44.0,-14.0,-9.0,-14.0,-34.0,11.0
2020-03-29,Alabama,Morgan County,-37.0,-4.0,18.0,-27.0,-27.0,8.0
2020-03-29,Alabama,Perry County,-53.0,4.0,,,-29.0,
2020-03-29,Alabama,Pickens County,-36.0,-4.0,,,-36.0,
2020-03-29,Alabama,Pike County,-39.0,-36.0,,,-25.0,0.0
2020-03-29,Alabama,Randolph County,-29.0,-14.0,,,-22.0,
2020-03-29,Alabama,Russell County,-28.0,-5.0,,,-27.0,13.0
2020-03-29,Alabama,Shelby County,-43.0,-20.0,44.0,,-36.0,12.0
2020-03-29,Alabama,St. Clair County,-30.0,-15.0,,-24.0,-34.0,9.0
2020-03-29,Alabama,Sumter County,-52.0,-6.0,,,-31.0,
2020-03-29,Alabama,Talladega County,-31.0,-10.0,17.0,-12.0,-33.0,7.0
2020-03-29,Alabama,Tallapoosa County,-31.0,-9.0,,,-25.0,13.0
2020-03-29,Alabama,Tuscaloosa County,-46.0,-14.0,-1.0,-29.0,-40.0,12.0
2020-03-29,Alabama,Walker County,-37.0,-10.0,,-32.0,-24.0,12.0
2020-03-29,Alabama,Washington County,,-13.0,,,-25.0,
2020-03-29,Alabama,Wilcox County,-49.0,-17.0,,,-31.0,
2020-03-29,Alabama,Winston County,-28.0,1.0,,,-21.0,
2020-03-29,Alaska,Total,-48.0,-27.0,18.0,-55.0,-33.0,10.0
2020-03-29,Alaska,Anchorage,-49.0,-25.0,51.0,-53.0,-39.0,11.0
2020-03-29,Alaska,Bethel,,-26.0,,,-19.0,
2020-03-29,Alaska,Fairbanks North Star,-48.0,-34.0,,-76.0,-32.0,12.0
2020-03-29,Alaska,Juneau,-61.0,-34.0,-34.0,-66.0,-31.0,-1.0
2020-03-29,Alaska,Kenai Peninsula Borough,-49.0,-28.0,,,-24.0,14.0
2020-03-29,Alaska,Ketchikan Gateway,-48.0,-38.0,,,-32.0,
2020-03-29,Alaska,Kodiak Island,-50.0,,,,-23.0,
2020-03-29,Alaska,Matanuska-Susitna,-48.0,-33.0,,,-33.0,10.0
2020-03-29,Alaska,North Slope,,,,,-7.0,
2020-03-29,Alaska,Sitka,-59.0,,,,-31.0,
2020-03-29,Alaska,Southeast Fairbanks,,,,,-35.0,
2020-03-29,Alaska,Valdez-Cordova,,,,,-22.0,
2020-03-29,Arizona,Total,-40.0,-17.0,-7.0,-41.0,-33.0,10.0
2020-03-29,Arizona,Apache County,-38.0,-13.0,-35.0,-8.0,-27.0,20.0
2020-03-29,Arizona,Cochise County,-37.0,-21.0,-14.0,-23.0,-29.0,8.0
2020-03-29,Arizona,Coconino County,-55.0,-24.0,-25.0,-34.0,-38.0,12.0
2020-03-29,Arizona,Gila County,-14.0,16.0,95.0,,-28.0,11.0
2020-03-29,Arizona,Graham County,-21.0,14.0,-63.0,,-19.0,11.0
2020-03-29,Arizona,Greenlee County,-37.0,-10.0,,,-28.0,
2020-03-29,Arizona,La Paz County,-61.0,-35.0,-54.0,-50.0,-21.0,
2020-03-29,Arizona,Maricopa County,-40.0,-18.0,-6.0,-44.0,-33.0,10.0
2020-03-29,Arizona,Mohave County,-36.0,-13.0,-13.0,-23.0,-37.0,9.0
2020-03-29,Arizona,Navajo County,-29.0,-9.0,11.0,-12.0,-28.0,10.0
2020-03-29,Arizona,Pima County,-43.0,-16.0,-16.0,-43.0,-36.0,10.0
2020-03-29,Arizona,Pinal County,-27.0,-23.0,1.0,-28.0,-31.0,8.0
2020-03-29,Arizona,Santa Cruz County,-56.0,-47.0,-29.0,-25.0,-33.0,18.0
2020-03-29,Arizona,Yavapai County,-40.0,-15.0,6.0,-27.0,-38.0,9.0
2020-03-29,Arizona,Yuma County,-45.0,-21.0,-17.0,-53.0,-27.0,10.0
2020-03-29,Arkansas,Total,-29.0,-7.0,81.0,-22.0,-27.0,7.0
2020-03-29,Arkansas,Arkansas County,-22.0,-7.0,,,-11.0,
2020-03-29,Arkansas,Ashley County,-24.0,-4.0,,,-27.0,
2020-03-29,Arkansas,Baxter County,-30.0,-2.0,,,-26.0,11.0
2020-03-29,Arkansas,Benton County,-36.0,-16.0,56.0,-65.0,-34.0,9.0
2020-03-29,Arkansas,Boone County,-25.0,-17.0,,,-32.0,14.0
2020-03-29,Arkansas,Bradley County,-28.0,-17.0,,,-37.0,
2020-03-29,Arkansas,Carroll County,-27.0,14.0,,,-27.0,-1.0
2020-03-29,Arkansas,Chicot County,-19.0,6.0,,,-25.0,
2020-03-29,Arkansas,Clark County,-33.0,2.0,,-23.0,-22.0,
2020-03-29,Arkansas,Clay County,-7.0,-2.0,,,-21.0,
2020-03-29,Arkansas,Cleburne County,-16.0,0.0,,,-37.0,
2020-03-29,Arkansas,Cleveland County,,,,,-33.0,
2020-03-29,Arkansas,Columbia County,-18.0,-20.0,,,-20.0,
2020-03-29,Arkansas,Conway County,2.0,4.0,,-2.0,-25.0,
2020-03-29,Arkansas,Craighead County,-32.0,-3.0,-59.0,-5.0,-24.0,4.0
2020-03-29,Arkansas,Crawford County,-16.0,-1.0,,-11.0,-21.0,14.0
2020-03-29,Arkansas,Crittenden County,-15.0,-11.0,,-17.0,-26.0,15.0
2020-03-29,Arkansas,Cross County,-49.0,90.0,,,-7.0,
2020-03-29,Arkansas,Dallas County,-17.0,,,,-32.0,
2020-03-29,Arkansas,Desha County,-8.0,0.0,,,-33.0,
2020-03-29,Arkansas,Drew County,-27.0,-10.0,,,-16.0,
2020-03-29,Arkansas,Faulkner County,-32.0,-15.0,-21.0,,-31.0,8.0
2020-03-29,Arkansas,Franklin County,-8.0,12.0,,8.0,-16.0,
2020-03-29,Arkansas,Fulton County,,,,,-28.0,
2020-03-29,Arkansas,Garland County,-32.0,-12.0,17.0,,-32.0,7.0
2020-03-29,Arkansas,Grant County,-10.0,-17.0,,,-26.0,
2020-03-29,Arkansas,Greene County,-18.0,-4.0,,,-20.0,12.0
2020-03-29,Arkansas,Hempstead County,-19.0,-13.0,,,-24.0,
2020-03-29,Arkansas,Hot Spring County,5.0,9.0,,-28.0,-24.0,10.0
2020-03-29,Arkansas,Howard County,-8.0,-7.0,,,-29.0,
2020-03-29,Arkansas,Independence County,-27.0,9.0,,,-24.0,13.0
2020-03-29,Arkansas,Izard County,-24.0,-15.0,,,-29.0,
2020-03-29,Arkansas,Jackson County,-10.0,-12.0,,,-14.0,
2020-03-29,Arkansas,Jefferson County,-30.0,4.0,,-14.0,-26.0,11.0
2020-03-29,Arkansas,Johnson County,-24.0,12.0,-28.0,,-14.0,-2.0
2020-03-29,Arkansas,Lawrence County,-19.0,-6.0,,,-30.0,
2020-03-29,Arkansas,Lincoln County,-60.0,-16.0,,,-23.0,
2020-03-29,Arkansas,Little River County,-7.0,5.0,,,-34.0,
2020-03-29,Arkansas,Logan County,-5.0,13.0,,,-18.0,
2020-03-29,Arkansas,Lonoke County,-23.0,-5.0,,,-27.0,15.0
2020-03-29,Arkansas,Madison County,-10.0,17.0,,,-11.0,
2020-03-29,Arkansas,Marion County,4.0,5.0,,,-26.0,
2020-03-29,Arkansas,Miller County,-33.0,-10.0,-35.0,-24.0,-32.0,12.0
2020-03-29,Arkansas,Mississippi County,-11.0,-1.0,,-18.0,-15.0,10.0
2020-03-29,Arkansas,Monroe County,-26.0,-8.0,,,-34.0,
2020-03-29,Arkansas,Montgomery County,,,,,-33.0,
2020-03-29,Arkansas,Nevada County,-61.0,,,-23.0,-21.0,
2020-03-29,Arkansas,Newton County,,,,,-38.0,
2020-03-29,Arkansas,Ouachita County,-9.0,-21.0,,,-16.0,
2020-03-29,Arkansas,Perry County,,,,,-35.0,
2020-03-29,Arkansas,Phillips County,-1.0,-6.0,,,-32.0,
2020-03-29,Arkansas,Pike County,-30.0,13.0,,,-33.0,
2020-03-29,Arkansas,Poinsett County,2.0,-5.0,,,-15.0,
2020-03-29,Arkansas,Polk County,-17.0,3.0,,,-25.0,
2020-03-29,Arkansas,Pope County,-32.0,-9.0,,-11.0,-22.0,12.0
2020-03-29,Arkansas,Prairie County,,,,,-26.0,
2020-03-29,Arkansas,Pulaski County,-35.0,-9.0,73.0,-38.0,-30.0,9.0
2020-03-29,Arkansas,Randolph County,-22.0,12.0,,,-23.0,
2020-03-29,Arkansas,Saline County,-26.0,-13.0,-52.0,-10.0,-33.0,7.0
2020-03-29,Arkansas,Scott County,-39.0,,,,-27.0,
2020-03-29,Arkansas,Searcy County,,,,,-39.0,
2020-03-29,Arkansas,Sebastian County,-36.0,-11.0,45.0,-41.0,-27.0,7.0
2020-03-29,Arkansas,Sevier County,-24.0,-11.0,,,-19.0,
2020-03-29,Arkansas,Sharp County,-17.0,-7.0,,,-26.0,
2020-03-29,Arkansas,St. Francis County,-16.0,10.0,,-22.0,-25.0,
2020-03-29,Arkansas,Stone County,-11.0,-29.0,,,-26.0,
2020-03-29,Arkansas,Union County,-33.0,-8.0,,,-24.0,8.0
2020-03-29,Arkansas,Van Buren County,-20.0,,,,-39.0,
2020-03-29,Arkansas,Washington County,-37.0,-16.0,37.0,-10.0,-34.0,8.0
2020-03-29,Arkansas,White County,-27.0,-12.0,-19.0,4.0,-21.0,9.0
2020-03-29,Arkansas,Yell County,-11.0,13.0,16.0,,-19.0,
2020-03-29,California,Total,-50.0,-24.0,-38.0,-54.0,-39.0,15.0
2020-03-29,California,Alameda County,-58.0,-27.0,-14.0,-64.0,-44.0,17.0
2020-03-29,California,Amador County,-41.0,-20.0,-50.0,,-44.0,0.0
2020-03-29,California,Butte County,-45.0,-16.0,-23.0,-45.0,-34.0,11.0
2020-03-29,California,Calaveras County,-42.0,-12.0,-28.0,,-39.0,10.0
2020-03-29,California,Colusa County,-37.0,-1.0,,-32.0,-37.0,
2020-03-29,California,Contra Costa County,-48.0,-21.0,-15.0,-49.0,-41.0,15.0
2020-03-29,California,Del Norte County,-31.0,-11.0,-26.0,,-29.0,
2020-03-29,California,El Dorado County,-58.0,-37.0,-35.0,-50.0,-48.0,13.0
2020-03-29,California,Fresno County,-40.0,-14.0,-27.0,-43.0,-31.0,11.0
2020-03-29,California,Glenn County,-23.0,-14.0,-11.0,-20.0,-36.0,2.0
2020-03-29,California,Humboldt County,-48.0,-23.0,-10.0,-48.0,-35.0,11.0
2020-03-29,California,Imperial County,-53.0,-31.0,-65.0,-62.0,-32.0,16.0
2020-03-29,California,Inyo County,-75.0,-37.0,-35.0,,-39.0,
2020-03-29,California,Kern County,-43.0,-17.0,-16.0,-37.0,-30.0,11.0
2020-03-29,California,Kings County,-34.0,-14.0,-12.0,-43.0,-27.0,10.0
2020-03-29,California,Lake County,-38.0,-13.0,-42.0,-42.0,-33.0,16.0
2020-03-29,California,Lassen County,-30.0,-8.0,,,-22.0,
2020-03-29,California,Los Angeles County,-51.0,-27.0,-48.0,-54.0,-41.0,17.0
2020-03-29,California,Madera County,-39.0,-25.0,-20.0,-30.0,-30.0,11.0
2020-03-29,California,Marin County,-61.0,-30.0,-59.0,-61.0,-42.0,17.0
2020-03-29,California,Mariposa County,-75.0,-23.0,-72.0,,-45.0,
2020-03-29,California,Mendocino County,-47.0,-29.0,-39.0,-44.0,-32.0,17.0
2020-03-29,California,Merced County,-34.0,-18.0,-1.0,-37.0,-26.0,11.0
2020-03-29,California,Modoc County,-59.0,-9.0,,,-26.0,
2020-03-29,California,Mono County,-100.0,-60.0,-57.0,,-73.0,
2020-03-29,California,Monterey County,-46.0,-19.0,-48.0,-45.0,-43.0,14.0
2020-03-29,California,Napa County,-53.0,-34.0,-24.0,-45.0,-51.0,18.0
2020-03-29,California,Nevada County,-56.0,-26.0,-48.0,-73.0,-41.0,15.0
2020-03-29,California,Orange County,-52.0,-24.0,-31.0,-55.0,-44.0,17.0
2020-03-29,California,Placer County,-52.0,-27.0,-2.0,-55.0,-44.0,13.0
2020-03-29,California,Plumas County,-30.0,-8.0,,,-25.0,
2020-03-29,California,Riverside County,-43.0,-20.0,-44.0,-41.0,-39.0,14.0
2020-03-29,California,Sacramento County,-45.0,-21.0,-1.0,-57.0,-37.0,13.0
2020-03-29,California,San Benito County,-45.0,-25.0,-36.0,,-32.0,23.0
2020-03-29,California,San Bernardino County,-45.0,-23.0,-36.0,-42.0,-34.0,14.0
2020-03-29,California,San Diego County,-50.0,-26.0,-51.0,-64.0,-41.0,15.0
2020-03-29,California,San Francisco County,-75.0,-37.0,-55.0,-66.0,-53.0,21.0
2020-03-29,California,San Joaquin County,-41.0,-16.0,-16.0,-31.0,-30.0,12.0
2020-03-29,California,San Luis Obispo County,-56.0,-29.0,-27.0,-58.0,-45.0,13.0
2020-03-29,California,San Mateo County,-60.0,-26.0,-35.0,-83.0,-46.0,19.0
2020-03-29,California,Santa Barbara County,-47.0,-17.0,-30.0,-51.0,-40.0,13.0
2020-03-29,California,Santa Clara County,-62.0,-33.0,-22.0,-71.0,-48.0,17.0
2020-03-29,California,Santa Cruz County,-55.0,-27.0,-40.0,-57.0,-41.0,15.0
2020-03-29,California,Shasta County,-39.0,-15.0,-21.0,-22.0,-31.0,9.0
2020-03-29,California,Siskiyou County,-35.0,-20.0,-6.0,9.0,-25.0,13.0
2020-03-29,California,Solano County,-45.0,-21.0,-18.0,-37.0,-34.0,13.0
2020-03-29,California,Sonoma County,-53.0,-22.0,-58.0,-54.0,-41.0,15.0
2020-03-29,California,Stanislaus County,-44.0,-19.0,-12.0,-28.0,-29.0,11.0
2020-03-29,California,Sutter County,-41.0,-18.0,-28.0,-43.0,-34.0,13.0
2020-03-29,California,Tehama County,-34.0,-9.0,-9.0,-22.0,-27.0,15.0
2020-03-29,California,Trinity County,-65.0,-20.0,,,-28.0,
2020-03-29,California,Tulare County,-39.0,-13.0,-27.0,-28.0,-25.0,11.0
2020-03-29,California,Tuolumne County,-48.0,-17.0,-67.0,,-38.0,14.0
2020-03-29,California,Ventura County,-46.0,-24.0,-24.0,-40.0,-39.0,14.0
2020-03-29,California,Yolo County,-43.0,-23.0,2.0,-34.0,-37.0,13.0
2020-03-29,California,Yuba County,-34.0,-12.0,24.0,-34.0,-38.0,13.0
2020-03-29,Colorado,Total,-51.0,-27.0,-12.0,-60.0,-40.0,13.0
2020-03-29,Colorado,Adams County,-49.0,-25.0,-12.0,-30.0,-36.0,13.0
2020-03-29,Colorado,Alamosa County,-44.0,-28.0,,,-28.0,
2020-03-29,Colorado,Arapahoe County,-52.0,-30.0,14.0,-36.0,-40.0,14.0
2020-03-29,Colorado,Archuleta County,-60.0,-28.0,,,-44.0,
2020-03-29,Colorado,Boulder County,-59.0,-32.0,-7.0,-44.0,-47.0,15.0
2020-03-29,Colorado,Broomfield County,-57.0,-30.0,9.0,-46.0,-41.0,30.0
2020-03-29,Colorado,Chaffee County,-56.0,-31.0,-36.0,,-45.0,
2020-03-29,Colorado,Clear Creek County,-88.0,-55.0,-42.0,,-40.0,
2020-03-29,Colorado,Conejos County,,,,,-29.0,
2020-03-29,Colorado,Delta County,-41.0,-20.0,-40.0,,-19.0,5.0
2020-03-29,Colorado,Denver County,-63.0,-25.0,-17.0,-75.0,-43.0,16.0
2020-03-29,Colorado,Douglas County,-56.0,-36.0,10.0,-50.0,-43.0,14.0
2020-03-29,Colorado,Eagle County,-75.0,-47.0,-46.0,-67.0,-74.0,26.0
2020-03-29,Colorado,El Paso County,-45.0,-22.0,-1.0,-55.0,-40.0,12.0
2020-03-29,Colorado,Elbert County,-22.0,-16.0,,,-37.0,0.0
2020-03-29,Colorado,Fremont County,-35.0,-13.0,-7.0,,-29.0,14.0
2020-03-29,Colorado,Garfield County,-51.0,-35.0,4.0,-34.0,-45.0,22.0
2020-03-29,Colorado,Gilpin County,,,,,-67.0,
2020-03-29,Colorado,Grand County,-85.0,-49.0,-84.0,-43.0,-60.0,
2020-03-29,Colorado,Gunnison County,-73.0,-43.0,-50.0,,-55.0,
2020-03-29,Colorado,Huerfano County,-62.0,-43.0,,,-28.0,
2020-03-29,Colorado,Jefferson County,-53.0,-41.0,-3.0,-39.0,-43.0,14.0
2020-03-29,Colorado,Kit Carson County,-39.0,-20.0,,-18.0,-13.0,
2020-03-29,Colorado,La Plata County,-58.0,-28.0,4.0,-68.0,-43.0,25.0
2020-03-29,Colorado,Lake County,-82.0,-33.0,,,-57.0,
2020-03-29,Colorado,Larimer County,-53.0,-27.0,1.0,-38.0,-38.0,13.0
2020-03-29,Colorado,Las Animas County,-40.0,-23.0,,,-21.0,
2020-03-29,Colorado,Lincoln County,-33.0,-31.0,,-31.0,-30.0,
2020-03-29,Colorado,Logan County,-32.0,-15.0,,,-26.0,
2020-03-29,Colorado,Mesa County,-40.0,-21.0,11.0,-35.0,-35.0,9.0
2020-03-29,Colorado,Moffat County,-26.0,-22.0,,,-36.0,
2020-03-29,Colorado,Montezuma County,-39.0,-14.0,,,-31.0,-1.0
2020-03-29,Colorado,Montrose County,-45.0,-31.0,,,-36.0,17.0
2020-03-29,Colorado,Morgan County,-40.0,-33.0,0.0,-23.0,-18.0,14.0
2020-03-29,Colorado,Otero County,-32.0,-28.0,,,-25.0,
2020-03-29,Colorado,Ouray County,-28.0,,,,-56.0,
2020-03-29,Colorado,Park County,-84.0,-44.0,3.0,,-52.0,
2020-03-29,Colorado,Pitkin County,-100.0,-56.0,,-85.0,-75.0,
2020-03-29,Colorado,Prowers County,-32.0,-25.0,,-33.0,-17.0,
2020-03-29,Colorado,Pueblo County,-42.0,-21.0,-45.0,-32.0,-29.0,9.0
2020-03-29,Colorado,Rio Blanco County,,,,,-28.0,
2020-03-29,Colorado,Rio Grande County,-38.0,-24.0,,,-17.0,
2020-03-29,Colorado,Routt County,-82.0,-49.0,-48.0,-65.0,-62.0,-2.0
2020-03-29,Colorado,Saguache County,,,,,-44.0,
2020-03-29,Colorado,San Miguel County,-80.0,,,,-69.0,
2020-03-29,Colorado,Summit County,-86.0,-73.0,-74.0,-67.0,-71.0,5.0
2020-03-29,Colorado,Teller County,-46.0,-23.0,,,-45.0,-1.0
2020-03-29,Colorado,Weld County,-42.0,-26.0,-4.0,-32.0,-33.0,12.0
2020-03-29,Colorado,Yuma County,-33.0,-22.0,,,-30.0,
2020-03-29,Connecticut,Total,-56.0,-32.0,-52.0,-64.0,-38.0,15.0
2020-03-29,Connecticut,Fairfield County,-61.0,-35.0,-60.0,-72.0,-44.0,17.0
2020-03-29,Connecticut,Hartford County,-56.0,-31.0,-48.0,-61.0,-35.0,13.0
2020-03-29,Connecticut,Litchfield County,-51.0,-27.0,-40.0,,-33.0,13.0
2020-03-29,Connecticut,Middlesex County,-58.0,-28.0,-49.0,-60.0,-38.0,15.0
2020-03-29,Connecticut,New Haven County,-56.0,-31.0,-52.0,-62.0,-36.0,14.0
2020-03-29,Connecticut,New London County,-56.0,-28.0,-45.0,-67.0,-41.0,15.0
2020-03-29,Connecticut,Tolland County,-59.0,-33.0,-38.0,-38.0,-37.0,14.0
2020-03-29,Connecticut,Windham County,-42.0,-27.0,-58.0,-69.0,-32.0,12.0
2020-03-29,Delaware,Total,-47.0,-28.0,-6.0,-57.0,-37.0,12.0
2020-03-29,Delaware,Kent County,-45.0,-32.0,2.0,-50.0,-35.0,11.0
2020-03-29,Delaware,New Castle County,-48.0,-31.0,5.0,-60.0,-37.0,13.0
2020-03-29,Delaware,Sussex County,-46.0,-23.0,-5.0,-40.0,-36.0,11.0
2020-03-29,District of Columbia,Total,-64.0,-30.0,-41.0,-68.0,-47.0,14.0
2020-03-29,Florida,Total,-50.0,-26.0,-48.0,-63.0,-41.0,13.0
2020-03-29,Florida,Alachua County,-54.0,-26.0,-32.0,-48.0,-37.0,12.0
2020-03-29,Florida,Baker County,-23.0,-8.0,,-45.0,-27.0,-3.0
2020-03-29,Florida,Bay County,-38.0,-16.0,-2.0,-50.0,-27.0,8.0
2020-03-29,Florida,Bradford County,-26.0,0.0,,,-26.0,0.0
2020-03-29,Florida,Brevard County,-44.0,-22.0,-26.0,-37.0,-38.0,11.0
2020-03-29,Florida,Broward County,-52.0,-28.0,-62.0,-72.0,-42.0,16.0
2020-03-29,Florida,Calhoun County,-38.0,-5.0,,,-28.0,
2020-03-29,Florida,Charlotte County,-49.0,-25.0,-35.0,-33.0,-40.0,10.0
2020-03-29,Florida,Citrus County,-38.0,-15.0,-35.0,,-36.0,9.0
2020-03-29,Florida,Clay County,-33.0,-15.0,1.0,,-34.0,10.0
2020-03-29,Florida,Collier County,-56.0,-29.0,-62.0,-56.0,-44.0,14.0
2020-03-29,Florida,Columbia County,-36.0,-8.0,-41.0,-25.0,-25.0,8.0
2020-03-29,Florida,DeSoto County,-35.0,-21.0,-28.0,,-26.0,12.0
2020-03-29,Florida,Dixie County,-30.0,-4.0,,,-31.0,
2020-03-29,Florida,Duval County,-36.0,-13.0,-26.0,-40.0,-33.0,10.0
2020-03-29,Florida,Escambia County,-38.0,-10.0,-11.0,-47.0,-32.0,9.0
2020-03-29,Florida,Flagler County,-44.0,-16.0,-34.0,,-40.0,10.0
2020-03-29,Florida,Franklin County,-56.0,-12.0,-14.0,,-30.0,
2020-03-29,Florida,Gadsden County,-24.0,-10.0,,-36.0,-31.0,14.0
2020-03-29,Florida,Gilchrist County,-26.0,-1.0,,,-24.0,
2020-03-29,Florida,Glades County,-62.0,,-65.0,-39.0,-30.0,
2020-03-29,Florida,Gulf County,-28.0,-1.0,,,-16.0,
2020-03-29,Florida,Hamilton County,-16.0,-4.0,,-28.0,-24.0,
2020-03-29,Florida,Hardee County,-30.0,-29.0,-30.0,,-29.0,
2020-03-29,Florida,Hendry County,-34.0,-10.0,-42.0,,-28.0,12.0
2020-03-29,Florida,Hernando County,-36.0,-16.0,-10.0,-37.0,-36.0,10.0
2020-03-29,Florida,Highlands County,-44.0,-21.0,-49.0,,-36.0,9.0
2020-03-29,Florida,Hillsborough County,-52.0,-30.0,-53.0,-67.0,-42.0,14.0
2020-03-29,Florida,Holmes County,-19.0,-12.0,,,-18.0,
2020-03-29,Florida,Indian River County,-46.0,-29.0,-30.0,-47.0,-38.0,11.0
2020-03-29,Florida,Jackson County,-29.0,-11.0,,-32.0,-32.0,12.0
2020-03-29,Florida,Jefferson County,-20.0,-10.0,,,-28.0,
2020-03-29,Florida,Lafayette County,,,,,-28.0,
2020-03-29,Florida,Lake County,-42.0,-24.0,-24.0,-57.0,-41.0,12.0
2020-03-29,Florida,Lee County,-55.0,-28.0,-60.0,-69.0,-41.0,12.0
2020-03-29,Florida,Leon County,-45.0,-22.0,0.0,-50.0,-36.0,11.0
2020-03-29,Florida,Levy County,-35.0,-12.0,-20.0,,-31.0,12.0
2020-03-29,Florida,Liberty County,,-5.0,,,-28.0,
2020-03-29,Florida,Madison County,-41.0,-2.0,,-26.0,-31.0,
2020-03-29,Florida,Manatee County,-48.0,-22.0,-28.0,-63.0,-36.0,11.0
2020-03-29,Florida,Marion County,-41.0,-21.0,-40.0,-31.0,-34.0,9.0
2020-03-29,Florida,Martin County,-50.0,-28.0,-28.0,-59.0,-37.0,12.0
2020-03-29,Florida,Miami-Dade County,-57.0,-35.0,-77.0,-71.0,-46.0,18.0
2020-03-29,Florida,Monroe County,-74.0,-47.0,-76.0,-76.0,-55.0,15.0
2020-03-29,Florida,Nassau County,-40.0,-18.0,-24.0,-68.0,-34.0,10.0
2020-03-29,Florida,Okaloosa County,-39.0,-14.0,-7.0,-62.0,-32.0,9.0
2020-03-29,Florida,Okeechobee County,-37.0,-10.0,-23.0,-84.0,-33.0,11.0
2020-03-29,Florida,Orange County,-70.0,-42.0,-59.0,-80.0,-53.0,17.0
2020-03-29,Florida,Osceola County,-64.0,-40.0,-49.0,-65.0,-54.0,18.0
